Document No.,Amount
SZPBZ24+00076_1,9298.4
SZPBZ24+00191_1,19546.8
SZPBZ24+00349_1,45184.26
SZPBZ24+00350_1,796117.35
SZPBZ24+00380_1,12943700.0
PBZ-24-00107_1,4866.84
PBZ-24-00108_1,4898.52
PBZ-24-00109_1,4744.08
PBZ-24-00110_1,4728.24
PBZ-24-00113_1,5445.64
PBZ-24-00114_1,5436.92
PBZ-24-00115_1,17198.8
PBZ-24-00116_1,212055.36
PBZ-24-00117_1,2296.96
PBZ-24-00118_1,784005.71
PBZ-24-00122_1,43804.8
PBZ-24-00124_1,29230.5
PBZ-24-00127_1,29955.36
PBZ-24-00132_1,18925.2
PBZ-24-00141_1,5635581.0
PBZ-24-00163_1,1431290.0
PBZ-24-00176_1,2797096.0
PBZ-24-00178_1,3475736.0
PBZ-24-00180_1,2624557.0
PBZ-24-00185_1,36922.88
PBZ-24-00187_1,4748.0
PBZ-24-00188_1,19780.8
PBZ-24-00190_1,20048.0
PBZ-24-00191_1,4417.2
PBZ-24-00352_1,761787.63
PBZ-24-00357_1,800434.14
PBZ-24-00173_1,44339.4
PBZ-24-00186_1,7326.72
PBZ-24-00364_1,-761787.63
PBZ-24-00620_1,-748.2
PBZ-24-00621_1,-749.4
PBZ-24-00365_1,759282.0
PBZ-24-00666_1,5088.86
SZPBZ24+00032_1,4113550.0
SZPBZ24+00044_1,4748.0
SZPBZ24+00073_1,4417.2
SZPBZ24+00246_1,2236500.0
SZPBZ24+00375_1,40112.0
PBZ-24-00126_1,11268.4
PBZ-24-00133_1,58848727.0
PBZ-24-00145_1,9943376.0
PBZ-24-00148_1,138931.2
PBZ-24-00165_1,8345615.0
PBZ-24-00167_1,11739212.0
PBZ-24-00168_1,2362162.0
PBZ-24-00170_1,10084046.0
PBZ-24-00183_1,3369767.0
PBZ-24-00184_1,9530.88
PBZ-24-00189_1,2688372.0
PBZ-24-00192_1,9858070.0
PBZ-24-00193_1,2685760.0
PBZ-24-00194_1,752297.0
PBZ-24-00196_1,1064042.0
PBZ-24-00202_1,8112189.0
PBZ-24-00210_1,9148858.0
PBZ-24-00342_1,84116.03
PBZ-24-00348_1,2242058.0
PBZ-24-00505_1,17497.89
PBZ-24-00140_1,297290.6
PBZ-24-00153_1,53895.6
PBZ-24-00177_1,57535.8
PBZ-24-00201_1,44078.4
PBZ-24-00125_1,34360.74
PBZ-24-00123_1,56076.85
SZPBZ24+00108_1,862999.75
SZPBZ24+00134_1,83857.88
SZPBZ24+00194_1,15524520.0
SZPBZ24+00210_1,138931.2
SZPBZ24+00093_1,898709.76
SZPBZ24+00103_1,772881.56
PBZ-24-00121_1,11720.0
PBZ-24-00203_1,18308.4
PBZ-24-00213_1,249533.47
PBZ-24-00215_1,783149.89
PBZ-24-00253_1,796117.35
PBZ-24-00256_1,13477.75
PBZ-24-00258_1,2966415.0
PBZ-24-00260_1,2626817.0
PBZ-24-00262_1,9977323.0
PBZ-24-00264_1,2677406.0
PBZ-24-00276_1,754395.0
PBZ-24-00279_1,1217981.0
PBZ-24-00283_1,1416036.0
PBZ-24-00298_1,5359.2
PBZ-24-00300_1,4064146.0
PBZ-24-00319_1,1241.0
PBZ-24-00320_1,2570.0
PBZ-24-00321_1,2031.58
PBZ-24-00332_1,27703.5
PBZ-24-00340_1,5227.2
PBZ-24-00286_1,4924.56
PBZ-24-00296_1,18544.4
PBZ-24-00659_1,5083.31
PBZ-24-00661_1,5038.72
SZPBZ24+00008_1,9194480.0
SZPBZ24+00018_1,8314380.0
SZPBZ24+00024_1,5865230.0
SZPBZ24+00041_1,2335760.0
SZPBZ24+00064_1,34879.92
SZPBZ24+00098_1,932864.93
SZPBZ24+00202_1,70591.0
SZPBZ24+00222_1,1186372.0
SZPBZ24+00233_1,11512520.0
SZPBZ24+00258_1,2540.16
SCPBZ24+00047_1,-27703.5
PBZ-24-00219_1,4946.04
PBZ-24-00220_1,4783.68
PBZ-24-00221_1,4942.08
PBZ-24-00223_1,4870.8
PBZ-24-00268_1,6061415.0
PBZ-24-00271_1,2420214.0
PBZ-24-00305_1,5539.6
PBZ-24-00307_1,4389.48
PBZ-24-00314_1,16659.0
PBZ-24-00316_1,19461.6
PBZ-24-00323_1,3647.46
PBZ-24-00331_1,21454.2
PBZ-24-00370_1,891647.66
PBZ-24-00289_1,37205.3
PBZ-24-00292_1,15941.0
PBZ-24-00308_1,4442.4
PBZ-24-00312_1,5696.52
PBZ-24-00313_1,4770.5
PBZ-24-00315_1,15055.2
PBZ-24-00393_1,-190.8
PBZ-24-00671_1,-10466.46
PBZ-24-00343_1,290779.0
SZPBZ24+00031_1,15272.0
SZPBZ24+00040_1,4770.5
SZPBZ24+00074_1,8201664.0
SZPBZ24+00165_1,26407.0
SZPBZ24+00213_1,19461.6
SZPBZ24+00245_1,4588.0
PBZ-24-00226_1,17125.36
PBZ-24-00227_1,5445.64
PBZ-24-00229_1,2308.6
PBZ-24-00235_1,4807.44
PBZ-24-00236_1,4759.92
PBZ-24-00242_1,898709.76
PBZ-24-00257_1,7767815.0
PBZ-24-00270_1,2275484.0
PBZ-24-00273_1,2914313.0
PBZ-24-00275_1,1235774.0
PBZ-24-00280_1,7814305.0
PBZ-24-00317_1,6796.8
PBZ-24-00318_1,17964.6
PBZ-24-00322_1,13232.04
PBZ-24-00324_1,2828.34
PBZ-24-00329_1,30928.0
PBZ-24-00344_1,772881.56
PBZ-24-00356_1,319361.63
PBZ-24-00506_1,10353.2
PBZ-24-00628_1,2613292.0
PBZ-24-00284_1,25030.82
PBZ-24-00291_1,3176.78
PBZ-24-00310_1,14257.54
PBZ-24-00285_1,23010.19
PBZ-24-00619_1,-749.4
PBZ-24-00660_1,5641.18
PBZ-24-00663_1,5085.98
SZPBZ24+00034_1,97162.56
SZPBZ24+00046_1,973050.0
SZPBZ24+00051_1,10353.2
SZPBZ24+00057_1,14123.52
SZPBZ24+00059_1,24192.0
SZPBZ24+00084_1,23010.18
SZPBZ24+00141_1,806715.27
SZPBZ24+00159_1,20362.0
SZPBZ24+00170_1,4605.56
SZPBZ24+00228_1,14093190.0
SZPBZ24+00234_1,4282.98
SZPBZ24+00256_1,2501.4
SZPBZ24+00267_1,21454.2
SZPBZ24+00312_1,242274.34
SZPBZ24+00364_1,7144200.0
PBZ-24-00237_1,4839.12
PBZ-24-00238_1,5445.64
PBZ-24-00241_1,858735.0
PBZ-24-00259_1,19706783.0
PBZ-24-00267_1,7595972.0
PBZ-24-00281_1,3151061.0
PBZ-24-00293_1,2976448.0
PBZ-24-00294_1,2493112.0
PBZ-24-00295_1,9547860.0
PBZ-24-00299_1,3288229.0
PBZ-24-00303_1,1024100.0
PBZ-24-00325_1,7076.16
PBZ-24-00326_1,627484.39
PBZ-24-00327_1,8769.6
PBZ-24-00328_1,4651.3
PBZ-24-00334_1,19164.6
PBZ-24-00346_1,27116.8
PBZ-24-00272_1,126395.5
PBZ-24-00369_1,53997.7
PBZ-24-00243_1,-858735.0
PBZ-24-00350_1,-858735.0
PBZ-24-00613_1,-4411.7
PBZ-24-00618_1,-749.4
PBZ-24-00301_1,3016929.0
PBZ-24-00239_1,0.0
PBZ-24-00240_1,0.0
PBZ-24-00333_1,858735.0
SZPBZ24+00001_1,8687.6
SZPBZ24+00009_1,6083.98
SZPBZ24+00043_1,2343660.0
SZPBZ24+00055_1,2453371.0
SZPBZ24+00083_1,137900.0
SZPBZ24+00109_1,868197.27
SZPBZ24+00135_1,149559.68
SZPBZ24+00158_1,10566.0
SZPBZ24+00173_1,38653.2
SZPBZ24+00176_1,7518000.0
SZPBZ24+00236_1,9535980.0
SZPBZ24+00241_1,806378.0
SZPBZ24+00510_1,763596.45
MISC01-24-000067_1,-668170.0
PBZ-24-00254_1,932864.93
PBZ-24-00255_1,24012487.0
PBZ-24-00263_1,8858221.0
PBZ-24-00265_1,4131145.0
PBZ-24-00266_1,33768396.0
PBZ-24-00274_1,5951271.0
PBZ-24-00278_1,5787200.0
PBZ-24-00287_1,15227484.0
PBZ-24-00288_1,2260788.0
PBZ-24-00290_1,5917448.0
PBZ-24-00297_1,141224.0
PBZ-24-00302_1,2225497.0
PBZ-24-00304_1,3400002.0
PBZ-24-00306_1,1226028.0
PBZ-24-00330_1,12816.72
PBZ-24-00335_1,4410.48
PBZ-24-00336_1,19531.2
PBZ-24-00337_1,1792.8
PBZ-24-00338_1,284785.8
PBZ-24-00339_1,15433.68
PBZ-24-00341_1,12998.6
PBZ-24-00349_1,8083677.0
PBZ-24-00361_1,5082.0
PBZ-24-00372_1,806715.27
PBZ-24-00394_1,17748.0
PBZ-24-00507_1,8793.6
PBZ-24-00269_1,53094.6
PBZ-24-00277_1,64922.4
PBZ-24-00309_1,38907.0
PBZ-24-00311_1,28356.9
PBZ-24-00244_1,-30469.63
PBZ-24-00673_1,-2910.65
PBZ-24-00261_1,55149.75
PBZ-24-00368_1,1138.04
PBZ-24-00662_1,5641.79
SZPBZ24+00038_1,2506997.0
SZPBZ24+00045_1,4410.48
SZPBZ24+00050_1,1792.8
SZPBZ24+00104_1,772714.23
PBZ-24-00639_1,745986.62
SZPBZ24+00412_1,745986.62
SZPBZ24+00147_1,849815.4
PBZ-24-00246_1,4950.0
PBZ-24-00247_1,13110.0
PBZ-24-00248_1,18579.68
PBZ-24-00249_1,13239.6
PBZ-24-00250_1,11959.5
PBZ-24-00251_1,4950.0
PBZ-24-00371_1,769122.24
PBZ-24-00401_1,5227.2
PBZ-24-00413_1,6908.17
PBZ-24-00414_1,8498007.0
PBZ-24-00421_1,2668067.0
PBZ-24-00422_1,1307683.0
PBZ-24-00428_1,54253.2
PBZ-24-00430_1,13966.4
PBZ-24-00435_1,2044.14
PBZ-24-00441_1,1126388.0
PBZ-24-00442_1,1142797.0
PBZ-24-00504_1,5391.36
PBZ-24-00632_1,977087.71
PBZ-24-00252_1,4946.04
PBZ-24-00404_1,16254.0
PBZ-24-00429_1,1277.0
PBZ-24-00403_1,5891238.0
PBZ-24-00589_1,932891.0
PBZ-24-00664_1,4992.26
SIPBZ24+00004_1,-5391.36
SIPBZ24+00005_1,6847.03
SZPBZ24+00113_1,856961.21
SZPBZ24+00154_1,769360.4
SZPBZ24+00183_1,53231936.0
SZPBZ24+00209_1,35705.04
SZPBZ24+00248_1,692640.0
SZPBZ24+00249_1,682695.0
SZPBZ24+00388_1,13966.4
SZPBZ24+00401_1,24830.0
SZPBC24+00002_1,-11485.6
SZPBC24+00003_1,-11495.4
SZPBC24+00004_1,-11485.6
SIPBZ24+01071_1,27703.5
PBZ-24-00353_1,4668.84
PBZ-24-00375_1,849815.4
PBZ-24-00411_1,18684.6
PBZ-24-00416_1,5352324.0
PBZ-24-00417_1,18628.2
PBZ-24-00420_1,4255.2
PBZ-24-00425_1,5585.52
PBZ-24-00436_1,2414791.0
PBZ-24-00450_1,3170923.0
PBZ-24-00453_1,2416.68
PBZ-24-00460_1,1190727.0
PBZ-24-00508_1,8731.77
PBZ-24-00640_1,741331.26
PBZ-24-00479_1,164570.4
SZPBZ24+00023_1,7755370.0
SZPBZ24+00036_1,2340374.0
SZPBZ24+00047_1,13024.8
SZPBZ24+00205_1,73154.0
PBZ-24-00354_1,18293.8
PBZ-24-00380_1,772714.23
PBZ-24-00408_1,29434.68
PBZ-24-00419_1,8738192.0
PBZ-24-00426_1,23044.7
PBZ-24-00434_1,5134102.0
PBZ-24-00438_1,13402.56
PBZ-24-00448_1,4802.16
PBZ-24-00454_1,2640990.0
PBZ-24-00456_1,2722499.0
PBZ-24-00457_1,9853392.0
PBZ-24-00486_1,782849.94
PBZ-24-00355_1,4892.16
PBZ-24-00360_1,4892.16
PBZ-24-00431_1,10666.48
PBZ-24-00447_1,5068.0
PBZ-24-00449_1,4453.2
PBZ-24-00451_1,19562.4
PBZ-24-00459_1,4263.39
PBZ-24-00470_1,1226.0
PBZ-24-00402_1,22584.73
PBZ-24-00650_1,5081.36
PBZ-24-00668_1,5084.88
SZPBZ24+00035_1,146531.88
SZPBZ24+00142_1,801223.31
SZPBZ24+00196_1,38588544.0
SZPBZ24+00263_1,45873.8
SZPBZ24+00295_1,4802.16
SZPBZ24+00309_1,4453.2
SZPBZ24+00293_1,2143700.0
SZPBZ24+00406_1,5068.0
PBZ-24-00358_1,4868.64
PBZ-24-00376_1,4922.28
PBZ-24-00378_1,4922.28
PBZ-24-00379_1,4918.32
PBZ-24-00423_1,245258.8
PBZ-24-00424_1,8755329.0
PBZ-24-00440_1,38359.04
PBZ-24-00444_1,1303020.0
PBZ-24-00452_1,9779356.0
PBZ-24-00455_1,35876.8
PBZ-24-00458_1,4068441.0
PBZ-24-00461_1,3127248.0
PBZ-24-00462_1,10425029.0
PBZ-24-00463_1,2308593.0
PBZ-24-00465_1,2635860.0
PBZ-24-00466_1,1081227.0
PBZ-24-00468_1,50444.0
PBZ-24-00474_1,1348.62
PBZ-24-00487_1,795993.34
PBZ-24-00509_1,14779.8
PBZ-24-00512_1,29523.45
PBZ-24-00594_1,24034.0
PBZ-24-00633_1,766182.13
PBZ-24-00359_1,4868.64
PBZ-24-00418_1,9649.06
PBZ-24-00471_1,6571.4
PBZ-24-00472_1,12610.08
PBZ-24-00478_1,21136.65
PBZ-24-00624_1,381000.0
PBZ-24-00377_1,-4922.28
PBZ-24-00651_1,5037.93
SIPBZ24+00006_1,-381000.0
SIPBZ24+00007_1,300000.0
SZPBZ24+00017_1,4685400.0
SZPBZ24+00049_1,19521.6
SZPBZ24+00061_1,18549230.0
SZPBZ24+00163_1,150920.0
SZPBZ24+00192_1,15369660.0
SZPBZ24+00231_1,5276460.0
SZPBZ24+00243_1,4041325.0
SZPBZ24+00257_1,2104725.0
SZPBZ24+00268_1,21136.65
SZPBZ24+00284_1,40156.0
SZPBZ24+00299_1,19570.0
SZPBZ24+00387_1,29540.7
SZPBZ24+00395_1,300000.0
PBZ-24-00381_1,4942.08
PBZ-24-00382_1,4938.12
PBZ-24-00383_1,4799.52
PBZ-24-00384_1,4772.0
PBZ-24-00385_1,4953.96
PBZ-24-00386_1,4942.08
PBZ-24-00391_1,4858.92
PBZ-24-00392_1,4938.12
PBZ-24-00396_1,788017.18
PBZ-24-00398_1,76818.3
PBZ-24-00399_1,100198.8
PBZ-24-00405_1,45387.0
PBZ-24-00406_1,32596.2
PBZ-24-00409_1,50342178.0
PBZ-24-00410_1,16350.4
PBZ-24-00412_1,24417.36
PBZ-24-00415_1,18100.8
PBZ-24-00427_1,8830537.0
PBZ-24-00432_1,16982460.0
PBZ-24-00433_1,21614.4
PBZ-24-00437_1,5013960.0
PBZ-24-00439_1,2276973.0
PBZ-24-00443_1,25918.2
PBZ-24-00445_1,17345478.0
PBZ-24-00446_1,9344101.0
PBZ-24-00464_1,5277371.0
PBZ-24-00467_1,1142507.0
PBZ-24-00480_1,8363102.0
PBZ-24-00481_1,864680.0
PBZ-24-00489_1,857227.26
PBZ-24-00490_1,172623.17
PBZ-24-00503_1,6592.0
PBZ-24-00510_1,10666.0
PBZ-24-00473_1,10399.0
PBZ-24-00475_1,13424.76
PBZ-24-00476_1,4417.2
PBZ-24-00477_1,15472.2
PBZ-24-00606_1,5363.0
PBZ-24-00674_1,862999.75
PBZ-24-00397_1,-788017.18
PBZ-24-00605_1,-5363.0
PBZ-24-00679_1,-1212.4
PBZ-24-00407_1,39490.65
PBZ-24-00469_1,1129.3
PBZ-24-00400_1,0.0
PBZ-24-00652_1,5631.29
PBZ-24-00665_1,5029.22
SZPBZ24+00020_1,26065900.0
SZPBZ24+00166_1,16029.0
SZPBZ24+00217_1,30905.88
SZPBZ24+00238_1,25365870.0
SZPBZ24+00289_1,17814.24
SZPBC24+00011_1,-5363.0
PBZ-24-00641_1,746190.22
PBZ-24-00642_1,747476.81
PBZ-24-00395_1,12882.6
PBZ-24-00521_1,18174.4
PBZ-24-00525_1,5317.2
PBZ-24-00527_1,5374.72
PBZ-24-00529_1,1246.0
PBZ-24-00547_1,13173.25
PBZ-24-00549_1,8085.99
PBZ-24-00558_1,3011659.0
PBZ-24-00559_1,9937699.0
PBZ-24-00563_1,8504784.0
PBZ-24-00565_1,9834486.0
PBZ-24-00567_1,3458972.0
PBZ-24-00569_1,2634742.0
PBZ-24-00570_1,6919.09
PBZ-24-00571_1,9170213.0
PBZ-24-00482_1,12745.92
PBZ-24-00531_1,3856.0
PBZ-24-00533_1,12788.48
PBZ-24-00536_1,1463.76
PBZ-24-00546_1,6128.5
PBZ-24-00637_1,-890.34
SIPBZ24+00005_2,-5374.72
SIPBZ24+00006_2,6825.89
SZPBZ24+00014_1,36364.29
SZPBZ24+00016_1,10766.08
SZPBZ24+00019_1,21500.0
SZPBZ24+00037_1,4588819.0
SZPBZ24+00048_1,36317.4
SZPBZ24+00052_1,10374.0
SZPBZ24+00181_1,15681120.0
SZPBZ24+00195_1,7737500.0
SZPBZ24+00199_1,7220640.0
SZPBZ24+00211_1,19083314.0
SZPBZ24+00215_1,36718.8
SZPBZ24+00261_1,127814.4
SZPBZ24+00298_1,43360.25
SZPBZ24+00379_1,8980.0
SZPBZ24+00417_1,7412.6
SIPBZ24+00001_1,111258.3
PBZ-24-00484_1,5406.4
PBZ-24-00485_1,5410.76
PBZ-24-00488_1,399916.0
PBZ-24-00494_1,9750.0
PBZ-24-00499_1,17348.0
PBZ-24-00522_1,1220800.0
PBZ-24-00541_1,18371.7
PBZ-24-00542_1,87447.0
PBZ-24-00543_1,9050.88
PBZ-24-00548_1,8470900.0
PBZ-24-00552_1,2547264.0
PBZ-24-00557_1,13416763.0
PBZ-24-00560_1,7499960.0
PBZ-24-00575_1,1505494.0
PBZ-24-00584_1,1723530.0
PBZ-24-00586_1,1117397.0
PBZ-24-00593_1,171002.83
PBZ-24-00630_1,22142.45
PBZ-24-00631_1,148416.05
PBZ-24-00634_1,868197.27
PBZ-24-00636_1,837693.4
PBZ-24-00675_1,150020073.1
PBZ-24-00483_1,13659.84
PBZ-24-00544_1,4392.0
PBZ-24-00550_1,2036.29
PBZ-24-00573_1,13354.56
PBZ-24-00625_1,575309.14
PBZ-24-00498_1,-13659.84
PBZ-24-00614_1,-6170.24
PBZ-24-00616_1,-744.6
PBZ-24-00617_1,-744.0
PBZ-24-00629_1,-171002.83
PBZ-24-00676_1,-150020073.1
PBZ-24-00680_1,-311.03
PBZ-24-00681_1,-2084.63
PBZ-24-00592_1,203200.0
PBZ-24-00615_1,6170.24
PBZ-24-00677_1,150020.07
SIPBZ24+00002_1,-111258.3
SIPBZ24+00007_2,-575309.14
SIPBZ24+00008_1,452999.32
SZPBZ24+00013_1,13659.84
SZPBZ24+00022_1,9050.88
SZPBZ24+00068_1,43443.04
SZPBZ24+00171_1,6531120.0
SZPBZ24+00178_1,491.7
SZPBZ24+00239_1,3066600.0
SZPBZ24+00285_1,168541020.0
SZPBZ24+00381_1,21071.4
SZPBZ24+00265_1,148416.05
SZPBZ24+00264_1,822250.01
SZPBZ24+00396_1,453000.0
SZPBZ24+00404_1,399832.02
PBZ-24-00492_1,5025.24
PBZ-24-00493_1,5021.28
PBZ-24-00495_1,4926.24
PBZ-24-00501_1,5003.8
PBZ-24-00502_1,28397.2
PBZ-24-00511_1,11001.6
PBZ-24-00513_1,52066.8
PBZ-24-00514_1,377048.0
PBZ-24-00515_1,698221.0
PBZ-24-00516_1,19659.9
PBZ-24-00517_1,2205634.0
PBZ-24-00518_1,33901.56
PBZ-24-00519_1,13786.5
PBZ-24-00520_1,4509022.0
PBZ-24-00523_1,11567.92
PBZ-24-00526_1,1158071.0
PBZ-24-00528_1,2793355.0
PBZ-24-00530_1,5225898.0
PBZ-24-00532_1,10389.96
PBZ-24-00534_1,2657018.0
PBZ-24-00535_1,17505.28
PBZ-24-00537_1,4832.64
PBZ-24-00538_1,2588920.0
PBZ-24-00539_1,8960.4
PBZ-24-00540_1,2555291.0
PBZ-24-00551_1,19546.8
PBZ-24-00553_1,11524.8
PBZ-24-00555_1,21313064.0
PBZ-24-00561_1,5725547.0
PBZ-24-00562_1,8894952.0
PBZ-24-00572_1,9727.86
PBZ-24-00579_1,6233526.0
PBZ-24-00580_1,4478.4
PBZ-24-00581_1,2650109.0
PBZ-24-00582_1,7868655.0
PBZ-24-00585_1,9382323.0
PBZ-24-00588_1,2612254.0
PBZ-24-00626_1,93671.02
PBZ-24-00635_1,802246.3
PBZ-24-00638_1,961808.08
PBZ-24-00554_1,15092.1
PBZ-24-00556_1,15218.4
PBZ-24-00564_1,4771.34
PBZ-24-00568_1,5581.08
PBZ-24-00576_1,6325.2
PBZ-24-00577_1,6188.49
PBZ-24-00578_1,13818.6
PBZ-24-00583_1,8806.82
PBZ-24-00627_1,195580.0
PBZ-24-00574_1,11509.61
PBZ-24-00596_1,-192.4
PBZ-24-00597_1,-388.8
PBZ-24-00524_1,9686925.0
PBZ-24-00545_1,5990430.0
PBZ-24-00566_1,24003.0
PBZ-24-00590_1,573.16
PBZ-24-00591_1,2645214.0
PBZ-24-00698_1,-2645214.0
PBZ-24-00500_1,343.2
PBZ-24-00703_1,2509291.0
SIPBZ24+00008_2,-93671.02
SIPBZ24+00009_1,73756.71
SIPBZ24+00009_2,-195580.0
SIPBZ24+00010_1,154000.0
SZPBZ24+00021_1,36204640.0
SZPBZ24+00030_1,4114880.0
SZPBZ24+00056_1,8895.6
SZPBZ24+00087_1,702084.77
SZPBZ24+00088_1,800434.14
SZPBZ24+00089_1,1648838.24
SZPBZ24+00090_1,917842.03
SZPBZ24+00101_1,833280.21
SZPBZ24+00110_1,735177.84
SZPBZ24+00121_1,761832.78
SZPBZ24+00122_1,761787.63
SZPBZ24+00123_1,761992.3
SZPBZ24+00126_1,741331.26
SZPBZ24+00127_1,746190.22
SZPBZ24+00128_1,746190.22
SZPBZ24+00139_1,782849.94
SZPBZ24+00146_1,769122.24
SZPBZ24+00148_1,796918.38
SZPBZ24+00155_1,757102.14
SZPBZ24+00204_1,75534.3
SZPBZ24+00207_1,15400800.0
SZPBZ24+00214_1,78421.2
SZPBZ24+00229_1,5873664.0
SZPBZ24+00235_1,43054.08
SZPBZ24+00237_1,19404624.0
SZPBZ24+00240_1,10291.5
SZPBZ24+00004_1,73756.71
DEFAULT24-000031_1,-15472.0
DEFAULT24-000033_1,-32625.88
DEFAULT24-000034_1,-2031.58
DEFAULT24-000035_1,-5529.2
DEFAULT24-000031_2,15472.0
DEFAULT24-000036_1,-940.0
DEFAULT24-000037_1,-15472.2
SZPBZ24+00290_1,10093.2
SZPBZ24+00296_1,50677.2
SZPBZ24+00297_1,27061.2
SZPBZ24+00310_1,137555.0
SZPBZ24+00353_1,774100.98
SZPBZ24+00303_1,2199492.0
SZPBZ24+00397_1,154000.0
SZPBZ24+00416_1,68134.52
SZPBZ24+00419_1,296888.0
SZPBZ24+00425_1,43311.96
SZPBZ24+00420_1,31843789.0
SZPBZ24+00506_1,795993.34
PBZ-24-00678_1,790040.25
PBZ-24-00683_1,1160705.0
PBZ-24-00685_1,1158071.0
PBZ-24-00686_1,2683332.0
PBZ-24-00687_1,2852402.0
PBZ-24-00689_1,908688.0
PBZ-24-00690_1,6571.49
PBZ-24-00691_1,8498007.0
PBZ-24-00712_1,5292.0
PBZ-24-00713_1,4800.0
PBZ-24-00714_1,9438.0
PBZ-24-00715_1,1244.6
PBZ-24-00716_1,4740.12
PBZ-24-00717_1,546.04
PBZ-24-00718_1,19007.4
PBZ-24-00745_1,85916.0
PBZ-24-00890_1,763596.45
PBZ-24-00891_1,761089.08
PBZ-24-00892_1,764207.84
PBZ-24-00998_1,22500.0
PBZ-24-01007_1,1185140.84
PBZ-24-00496_1,4938.12
PBZ-24-00497_1,18308.4
PBZ-24-00726_1,2026.87
PBZ-24-00728_1,14729.4
PBZ-24-00491_1,-8391.5
PBZ-24-00732_1,-5084.88
PBZ-24-00734_1,-143968.95
PBZ-24-00735_1,-121825.4
PBZ-24-00747_1,-5631.29
PBZ-24-00749_1,-5642.2
PBZ-24-00751_1,-5641.52
PBZ-24-00760_1,-5008.89
PBZ-24-00884_1,-116952.0
PBZ-24-00903_1,-627484.39
PBZ-24-01000_1,-1185412.81
PBZ-24-01146_1,-11846.4
PBZ-24-01159_1,-288.62
PBZ-24-00684_1,6029646.0
PBZ-24-00727_1,289865.0
PBZ-24-00587_1,12700.0
PBZ-24-00885_1,-146050.0
PBZ-24-01008_1,-1497.0
SIPBZ24+00001_2,-37216.0
PBZ-24-01009_1,1497.0
PBZ-24-00733_1,10423.33
PBZ-24-00738_1,5083.04
PBZ-24-00739_1,5065.81
PBZ-24-00740_1,565.24
PBZ-24-00741_1,1008.11
PBZ-24-00748_1,5646.07
PBZ-24-00750_1,5657.01
PBZ-24-00752_1,5656.33
PBZ-24-00904_1,627484.39
PBZ-24-00999_1,1185141.47
PBZ-24-01145_1,864.7
PBZ-24-01158_1,851.17
PBZ-24-01281_1,41703.3
PBZ-24-01282_1,37042.31
PBZ-24-01293_1,41954.47
PBZ-24-01313_1,-2480.99
SZPBZ24+00150_1,790040.25
SZPBZ24+00220_1,29641.8
SZPBZ24+00230_1,3812.2
SZPBZ24+00292_1,9479792.0
SZPBZ24+00323_1,5174.4
SZPBZ24+00342_1,4800.0
SZPBZ24+00398_1,266862.0
SZPBZ24+00400_1,14368025.0
SZPBZ24+00442_1,2245986.0
SZPBZ24+00463_1,5292.0
SZPBZ24+00512_1,764207.84
SZPBZ24+00511_1,761089.08
PBZ-24-00604_1,4744.08
PBZ-24-00643_1,774100.98
PBZ-24-00682_1,26714082.0
PBZ-24-00692_1,2751201.0
PBZ-24-00693_1,2455685.0
PBZ-24-00694_1,2608605.0
PBZ-24-00695_1,2489454.0
PBZ-24-00696_1,2929672.0
PBZ-24-00697_1,9920630.0
PBZ-24-00699_1,2797683.0
PBZ-24-00700_1,3371279.0
PBZ-24-00701_1,3781741.0
PBZ-24-00702_1,4327764.0
PBZ-24-00704_1,2152955.0
PBZ-24-00705_1,820636.0
PBZ-24-00706_1,165552.0
PBZ-24-00707_1,9098534.0
PBZ-24-00708_1,30992.4
PBZ-24-00709_1,19819.8
PBZ-24-00710_1,46001.2
PBZ-24-00711_1,40843.6
PBZ-24-00719_1,18502.8
PBZ-24-00720_1,2131.2
PBZ-24-00721_1,6617.6
PBZ-24-00722_1,4754.26
PBZ-24-00723_1,5566.0
PBZ-24-00602_1,4763.88
PBZ-24-00603_1,4660.92
PBZ-24-00607_1,4934.16
PBZ-24-00611_1,4969.8
PBZ-24-00612_1,4977.72
PBZ-24-00724_1,20032.0
PBZ-24-00725_1,2216.64
PBZ-24-01164_1,2131.2
PBZ-24-01163_1,-2131.2
PBZ-24-00688_1,13597.59
PBZ-24-00746_1,570.4
PBZ-24-01294_1,36842.44
SIPBZ24+00067_1,286102.4
SZPBZ24+00070_1,81527.6
SZPBZ24+00094_1,904230.76
SZPBZ24+00168_1,2131.2
SZPBZ24+00186_1,20032.0
SZPBZ24+00329_1,4754.26
SZPBZ24+00450_1,2166300.0
SZPBZ24+00099_1,938379.56
PBZ-24-00729_1,1648838.24
SZPBZ24+00106_1,785986.24
SZPBZ24+00114_1,864388.88
PBZ-24-00644_1,4938.12
PBZ-24-00646_1,13001.6
PBZ-24-00647_1,4953.96
PBZ-24-00648_1,4934.16
PBZ-24-00649_1,4942.08
PBZ-24-00730_1,184696.7
PBZ-24-00774_1,2265766.0
PBZ-24-00775_1,1273266.0
PBZ-24-00776_1,1296267.0
PBZ-24-00780_1,3503066.0
PBZ-24-00781_1,2934285.0
PBZ-24-00783_1,2658770.0
PBZ-24-00785_1,9348445.0
PBZ-24-00788_1,1221740.0
PBZ-24-00731_1,735632.99
PBZ-24-00821_1,4643.58
PBZ-24-00823_1,19666.8
PBZ-24-00825_1,551.32
PBZ-24-00829_1,21811.9
